NODE_22_length_120613_cov_15.351228_65	K27882
NODE_6_length_241499_cov_14.686123_93	K02047
NODE_6_length_241499_cov_14.686123_92	K02046
NODE_6_length_241499_cov_14.686123_94	K02045
NODE_13_length_162950_cov_15.688465_148	K02044
NODE_23_length_117044_cov_16.890880_49	K02044
NODE_46_length_42923_cov_14.445883_27	K02044
NODE_8_length_217158_cov_14.654045_21	K02043
NODE_6_length_241499_cov_14.686123_102	K02042
NODE_6_length_241499_cov_14.686123_103	K02042
NODE_13_length_162950_cov_15.688465_146	K02042
NODE_13_length_162950_cov_15.688465_147	K02042
NODE_23_length_117044_cov_16.890880_47	K02042
NODE_6_length_241499_cov_14.686123_104	K02041
NODE_13_length_162950_cov_15.688465_149	K02041
NODE_6_length_241499_cov_14.686123_201	K02040
NODE_14_length_154169_cov_15.539522_123	K02040
NODE_6_length_241499_cov_14.686123_197	K02039
NODE_6_length_241499_cov_14.686123_199	K02038
NODE_6_length_241499_cov_14.686123_200	K02037
NODE_6_length_241499_cov_14.686123_198	K02036
NODE_1_length_319143_cov_14.787312_97	K02035
NODE_1_length_319143_cov_14.787312_191	K02035
NODE_1_length_319143_cov_14.787312_208	K02035
NODE_4_length_279979_cov_15.072070_17	K02035
NODE_6_length_241499_cov_14.686123_136	K02035
NODE_9_length_184078_cov_14.554794_128	K02035
NODE_11_length_174094_cov_16.181546_36	K02035
NODE_11_length_174094_cov_16.181546_149	K02035
NODE_13_length_162950_cov_15.688465_74	K02035
NODE_17_length_147460_cov_14.527709_21	K02035
NODE_23_length_117044_cov_16.890880_57	K02035
NODE_23_length_117044_cov_16.890880_58	K02035
NODE_25_length_107545_cov_15.299885_79	K02035
NODE_31_length_89275_cov_14.498901_44	K02035
NODE_32_length_86311_cov_14.776014_68	K02035
NODE_43_length_60437_cov_14.044056_34	K02035
NODE_57_length_18153_cov_12.972983_13	K02035
NODE_1_length_319143_cov_14.787312_189	K02034
NODE_1_length_319143_cov_14.787312_206	K02034
NODE_2_length_310327_cov_15.040480_202	K02034
NODE_4_length_279979_cov_15.072070_15	K02034
NODE_6_length_241499_cov_14.686123_134	K02034
NODE_8_length_217158_cov_14.654045_57	K02034
NODE_8_length_217158_cov_14.654045_69	K02034
NODE_11_length_174094_cov_16.181546_147	K02034
NODE_17_length_147460_cov_14.527709_20	K02034
NODE_23_length_117044_cov_16.890880_53	K02034
NODE_25_length_107545_cov_15.299885_39	K02034
NODE_25_length_107545_cov_15.299885_77	K02034
NODE_29_length_93441_cov_15.090619_76	K02034
NODE_32_length_86311_cov_14.776014_72	K02034
NODE_43_length_60437_cov_14.044056_36	K02034
NODE_1_length_319143_cov_14.787312_207	K02033
NODE_4_length_279979_cov_15.072070_16	K02033
NODE_6_length_241499_cov_14.686123_135	K02033
NODE_8_length_217158_cov_14.654045_58	K02033
NODE_11_length_174094_cov_16.181546_148	K02033
NODE_23_length_117044_cov_16.890880_54	K02033
NODE_25_length_107545_cov_15.299885_78	K02033
NODE_32_length_86311_cov_14.776014_71	K02033
NODE_43_length_60437_cov_14.044056_35	K02033
NODE_1_length_319143_cov_14.787312_193	K02032
NODE_1_length_319143_cov_14.787312_204	K02032
NODE_2_length_310327_cov_15.040480_200	K02032
NODE_8_length_217158_cov_14.654045_67	K02032
NODE_17_length_147460_cov_14.527709_24	K02032
NODE_23_length_117044_cov_16.890880_55	K02032
NODE_25_length_107545_cov_15.299885_76	K02032
NODE_30_length_92583_cov_14.901034_68	K02032
NODE_31_length_89275_cov_14.498901_49	K02032
NODE_32_length_86311_cov_14.776014_74	K02032
NODE_43_length_60437_cov_14.044056_38	K02032
NODE_47_length_36994_cov_14.926221_19	K02032
NODE_1_length_319143_cov_14.787312_205	K02031
NODE_6_length_241499_cov_14.686123_133	K02031
NODE_8_length_217158_cov_14.654045_56	K02031
NODE_10_length_177970_cov_16.619580_44	K02031
NODE_11_length_174094_cov_16.181546_146	K02031
NODE_17_length_147460_cov_14.527709_23	K02031
NODE_23_length_117044_cov_16.890880_56	K02031
NODE_29_length_93441_cov_15.090619_77	K02031
NODE_30_length_92583_cov_14.901034_67	K02031
NODE_31_length_89275_cov_14.498901_50	K02031
NODE_35_length_75451_cov_17.892929_27	K02031
NODE_43_length_60437_cov_14.044056_37	K02031
NODE_6_length_241499_cov_14.686123_14	K02030
NODE_10_length_177970_cov_16.619580_64	K02030
NODE_11_length_174094_cov_16.181546_111	K02030
NODE_30_length_92583_cov_14.901034_76	K02030
NODE_36_length_74020_cov_14.397778_2	K02030
NODE_7_length_227087_cov_15.662125_130	K02029
NODE_11_length_174094_cov_16.181546_112	K02029
NODE_13_length_162950_cov_15.688465_20	K02029
NODE_18_length_142879_cov_15.039453_40	K02029
NODE_27_length_95996_cov_14.791851_55	K02029
NODE_30_length_92583_cov_14.901034_78	K02029
NODE_30_length_92583_cov_14.901034_79	K02029
NODE_30_length_92583_cov_14.901034_77	K02028
NODE_4_length_279979_cov_15.072070_137	K02027
NODE_32_length_86311_cov_14.776014_83	K02027
NODE_35_length_75451_cov_17.892929_14	K02027
NODE_3_length_306466_cov_15.086084_77	K02026
NODE_4_length_279979_cov_15.072070_139	K02026
NODE_16_length_147595_cov_15.526419_106	K02026
NODE_35_length_75451_cov_17.892929_15	K02026
NODE_4_length_279979_cov_15.072070_138	K02025
NODE_19_length_138999_cov_14.097017_20	K02025
NODE_35_length_75451_cov_17.892929_16	K02025
NODE_4_length_279979_cov_15.072070_73	K02020
NODE_29_length_93441_cov_15.090619_66	K02020
NODE_29_length_93441_cov_15.090619_63	K02019
NODE_29_length_93441_cov_15.090619_65	K02018
NODE_29_length_93441_cov_15.090619_64	K02017
NODE_4_length_279979_cov_15.072070_75	K02015
NODE_1_length_319143_cov_14.787312_121	K02014
NODE_22_length_120613_cov_15.351228_96	K02014
NODE_4_length_279979_cov_15.072070_76	K02013
NODE_9_length_184078_cov_14.554794_149	K02012
NODE_18_length_142879_cov_15.039453_12	K02012
NODE_18_length_142879_cov_15.039453_120	K02012
NODE_21_length_125267_cov_15.263681_42	K02012
NODE_35_length_75451_cov_17.892929_19	K02012
NODE_9_length_184078_cov_14.554794_148	K02011
NODE_18_length_142879_cov_15.039453_13	K02011
NODE_18_length_142879_cov_15.039453_116	K02011
NODE_21_length_125267_cov_15.263681_45	K02011
NODE_1_length_319143_cov_14.787312_286	K02010
NODE_5_length_270224_cov_14.756047_25	K02010
NODE_18_length_142879_cov_15.039453_14	K02010
NODE_21_length_125267_cov_15.263681_46	K02010
NODE_29_length_93441_cov_15.090619_49	K02010
NODE_5_length_270224_cov_14.756047_167	K02004
NODE_19_length_138999_cov_14.097017_107	K02004
NODE_5_length_270224_cov_14.756047_168	K02003
NODE_19_length_138999_cov_14.097017_108	K02003
NODE_3_length_306466_cov_15.086084_134	K01999
NODE_19_length_138999_cov_14.097017_89	K01999
NODE_29_length_93441_cov_15.090619_20	K01999
NODE_46_length_42923_cov_14.445883_18	K01999
NODE_1_length_319143_cov_14.787312_197	K01998
NODE_2_length_310327_cov_15.040480_153	K01998
NODE_3_length_306466_cov_15.086084_126	K01998
NODE_19_length_138999_cov_14.097017_88	K01998
NODE_39_length_69086_cov_14.674966_62	K01998
NODE_46_length_42923_cov_14.445883_16	K01998
NODE_1_length_319143_cov_14.787312_198	K01997
NODE_3_length_306466_cov_15.086084_127	K01997
NODE_3_length_306466_cov_15.086084_227	K01997
NODE_19_length_138999_cov_14.097017_87	K01997
NODE_39_length_69086_cov_14.674966_61	K01997
NODE_46_length_42923_cov_14.445883_17	K01997
NODE_2_length_310327_cov_15.040480_151	K01996
NODE_2_length_310327_cov_15.040480_178	K01996
NODE_3_length_306466_cov_15.086084_128	K01996
NODE_5_length_270224_cov_14.756047_145	K01996
NODE_19_length_138999_cov_14.097017_90	K01996
NODE_39_length_69086_cov_14.674966_64	K01996
NODE_46_length_42923_cov_14.445883_14	K01996
NODE_2_length_310327_cov_15.040480_152	K01995
NODE_2_length_310327_cov_15.040480_177	K01995
NODE_3_length_306466_cov_15.086084_38	K01995
NODE_3_length_306466_cov_15.086084_129	K01995
NODE_3_length_306466_cov_15.086084_224	K01995
NODE_19_length_138999_cov_14.097017_85	K01995
NODE_39_length_69086_cov_14.674966_63	K01995
NODE_46_length_42923_cov_14.445883_15	K01995
NODE_4_length_279979_cov_15.072070_248	K01992
NODE_27_length_95996_cov_14.791851_27	K01991
NODE_32_length_86311_cov_14.776014_46	K01991
NODE_10_length_177970_cov_16.619580_72	K01990
NODE_37_length_72040_cov_14.537580_51	K01989
NODE_5_length_270224_cov_14.756047_170	K01975
NODE_41_length_66375_cov_14.877928_33	K01972
NODE_2_length_310327_cov_15.040480_278	K01969
NODE_2_length_310327_cov_15.040480_279	K01968
NODE_2_length_310327_cov_15.040480_20	K01963
NODE_4_length_279979_cov_15.072070_216	K01962
NODE_25_length_107545_cov_15.299885_28	K01961
NODE_30_length_92583_cov_14.901034_85	K01961
NODE_5_length_270224_cov_14.756047_200	K01956
NODE_5_length_270224_cov_14.756047_197	K01955
NODE_320_length_411_cov_2.619718_1	K01955
NODE_32_length_86311_cov_14.776014_6	K01951
NODE_5_length_270224_cov_14.756047_66	K01945
NODE_29_length_93441_cov_15.090619_88	K01940
NODE_6_length_241499_cov_14.686123_158	K01939
NODE_29_length_93441_cov_15.090619_38	K01938
NODE_8_length_217158_cov_14.654045_138	K01937
NODE_8_length_217158_cov_14.654045_179	K01934
NODE_12_length_169171_cov_14.675599_94	K01933
NODE_41_length_66375_cov_14.877928_48	K01929
NODE_41_length_66375_cov_14.877928_49	K01928
NODE_41_length_66375_cov_14.877928_46	K01925
NODE_41_length_66375_cov_14.877928_43	K01924
NODE_7_length_227087_cov_15.662125_233	K01923
NODE_232_length_441_cov_0.789809_1	K01923
NODE_41_length_66375_cov_14.877928_41	K01921
NODE_22_length_120613_cov_15.351228_82	K01920
NODE_16_length_147595_cov_15.526419_59	K01919
NODE_8_length_217158_cov_14.654045_62	K01918
NODE_39_length_69086_cov_14.674966_9	K01916
NODE_4_length_279979_cov_15.072070_6	K01915
NODE_50_length_33531_cov_13.565471_6	K01915
NODE_2_length_310327_cov_15.040480_159	K01912
NODE_40_length_67826_cov_15.440066_56	K01911
NODE_5_length_270224_cov_14.756047_108	K01908
NODE_5_length_270224_cov_14.756047_233	K01903
NODE_5_length_270224_cov_14.756047_234	K01902
NODE_19_length_138999_cov_14.097017_98	K01902
NODE_18_length_142879_cov_15.039453_44	K01897
NODE_19_length_138999_cov_14.097017_86	K01897
NODE_26_length_99679_cov_14.870952_17	K01897
NODE_19_length_138999_cov_14.097017_92	K01895
NODE_27_length_95996_cov_14.791851_49	K01895
NODE_39_length_69086_cov_14.674966_65	K01894
NODE_12_length_169171_cov_14.675599_101	K01892
NODE_28_length_94401_cov_15.028746_33	K01890
NODE_28_length_94401_cov_15.028746_34	K01889
NODE_8_length_217158_cov_14.654045_2	K01887
NODE_17_length_147460_cov_14.527709_125	K01885
NODE_39_length_69086_cov_14.674966_6	K01885
NODE_39_length_69086_cov_14.674966_5	K01883
NODE_17_length_147460_cov_14.527709_84	K01881
NODE_42_length_64206_cov_14.657704_17	K01879
NODE_42_length_64206_cov_14.657704_14	K01878
NODE_12_length_169171_cov_14.675599_75	K01876
NODE_1_length_319143_cov_14.787312_283	K01875
NODE_6_length_241499_cov_14.686123_221	K01875
NODE_3_length_306466_cov_15.086084_262	K01874
NODE_8_length_217158_cov_14.654045_10	K01873
NODE_3_length_306466_cov_15.086084_17	K01872
NODE_4_length_279979_cov_15.072070_234	K01870
NODE_20_length_134083_cov_15.432179_108	K01869
NODE_19_length_138999_cov_14.097017_26	K01868
NODE_22_length_120613_cov_15.351228_2	K01867
NODE_25_length_107545_cov_15.299885_60	K01866
NODE_6_length_241499_cov_14.686123_180	K01857
NODE_22_length_120613_cov_15.351228_94	K01854
NODE_3_length_306466_cov_15.086084_219	K01845
NODE_26_length_99679_cov_14.870952_29	K01845
NODE_8_length_217158_cov_14.654045_193	K01843
NODE_26_length_99679_cov_14.870952_60	K01840
NODE_43_length_60437_cov_14.044056_6	K01835
NODE_2_length_310327_cov_15.040480_7	K01817
NODE_8_length_217158_cov_14.654045_73	K01816
NODE_40_length_67826_cov_15.440066_44	K01814
NODE_4_length_279979_cov_15.072070_257	K01810
NODE_1_length_319143_cov_14.787312_244	K01808
NODE_8_length_217158_cov_14.654045_142	K01803
NODE_1_length_319143_cov_14.787312_124	K01802
NODE_11_length_174094_cov_16.181546_143	K01800
NODE_2_length_310327_cov_15.040480_115	K01799
NODE_2_length_310327_cov_15.040480_183	K01799
NODE_2_length_310327_cov_15.040480_188	K01799
NODE_4_length_279979_cov_15.072070_82	K01799
NODE_7_length_227087_cov_15.662125_201	K01796
NODE_7_length_227087_cov_15.662125_215	K01796
NODE_18_length_142879_cov_15.039453_133	K01791
NODE_1_length_319143_cov_14.787312_251	K01790
NODE_26_length_99679_cov_14.870952_83	K01790
NODE_10_length_177970_cov_16.619580_93	K01785
NODE_15_length_153375_cov_15.028157_125	K01784
NODE_32_length_86311_cov_14.776014_48	K01784
NODE_34_length_81483_cov_15.360059_70	K01783
NODE_9_length_184078_cov_14.554794_145	K01779
NODE_28_length_94401_cov_15.028746_42	K01778
NODE_36_length_74020_cov_14.397778_14	K01775
NODE_20_length_134083_cov_15.432179_89	K01772
NODE_3_length_306466_cov_15.086084_242	K01770
NODE_6_length_241499_cov_14.686123_209	K01768
NODE_7_length_227087_cov_15.662125_75	K01768
NODE_17_length_147460_cov_14.527709_45	K01760
NODE_17_length_147460_cov_14.527709_120	K01759
NODE_7_length_227087_cov_15.662125_230	K01756
NODE_4_length_279979_cov_15.072070_53	K01755
NODE_4_length_279979_cov_15.072070_79	K01754
NODE_5_length_270224_cov_14.756047_195	K01754
NODE_16_length_147595_cov_15.526419_74	K01754
NODE_34_length_81483_cov_15.360059_53	K01754
NODE_38_length_70687_cov_15.037500_18	K01751
NODE_13_length_162950_cov_15.688465_100	K01749
NODE_36_length_74020_cov_14.397778_50	K01749
NODE_6_length_241499_cov_14.686123_83	K01745
NODE_1_length_319143_cov_14.787312_245	K01740
NODE_3_length_306466_cov_15.086084_234	K01738
NODE_55_length_25122_cov_14.783437_17	K01738
NODE_15_length_153375_cov_15.028157_50	K01736
NODE_12_length_169171_cov_14.675599_44	K01735
NODE_4_length_279979_cov_15.072070_38	K01733
NODE_37_length_72040_cov_14.537580_57	K01733
NODE_63_length_12220_cov_15.023154_7	K01726
NODE_6_length_241499_cov_14.686123_99	K01725
NODE_29_length_93441_cov_15.090619_21	K01724
NODE_5_length_270224_cov_14.756047_30	K01721
NODE_31_length_89275_cov_14.498901_54	K01720
NODE_4_length_279979_cov_15.072070_141	K01714
NODE_6_length_241499_cov_14.686123_212	K01714
NODE_7_length_227087_cov_15.662125_128	K01714
NODE_8_length_217158_cov_14.654045_106	K01714
NODE_11_length_174094_cov_16.181546_98	K01714
NODE_12_length_169171_cov_14.675599_52	K01714
NODE_11_length_174094_cov_16.181546_118	K01713
NODE_6_length_241499_cov_14.686123_82	K01712
NODE_15_length_153375_cov_15.028157_126	K01710
NODE_6_length_241499_cov_14.686123_130	K01709
NODE_1_length_319143_cov_14.787312_56	K01704
NODE_2_length_310327_cov_15.040480_230	K01704
NODE_19_length_138999_cov_14.097017_34	K01704
NODE_33_length_85796_cov_14.378690_9	K01704
NODE_1_length_319143_cov_14.787312_55	K01703
NODE_1_length_319143_cov_14.787312_59	K01703
NODE_19_length_138999_cov_14.097017_33	K01703
NODE_1_length_319143_cov_14.787312_246	K01698
NODE_2_length_310327_cov_15.040480_9	K01696
NODE_2_length_310327_cov_15.040480_10	K01695
NODE_40_length_67826_cov_15.440066_40	K01693
NODE_13_length_162950_cov_15.688465_32	K01692
NODE_8_length_217158_cov_14.654045_132	K01689
NODE_2_length_310327_cov_15.040480_247	K01687
NODE_8_length_217158_cov_14.654045_7	K01687
NODE_11_length_174094_cov_16.181546_45	K01687
NODE_25_length_107545_cov_15.299885_102	K01686
NODE_4_length_279979_cov_15.072070_18	K01684
NODE_22_length_120613_cov_15.351228_115	K01684
NODE_9_length_184078_cov_14.554794_11	K01679
NODE_13_length_162950_cov_15.688465_82	K01678
NODE_6_length_241499_cov_14.686123_41	K01677
NODE_9_length_184078_cov_14.554794_17	K01676
NODE_16_length_147595_cov_15.526419_80	K01673
NODE_34_length_81483_cov_15.360059_76	K01673
NODE_8_length_217158_cov_14.654045_173	K01669
NODE_15_length_153375_cov_15.028157_61	K01662
NODE_10_length_177970_cov_16.619580_173	K01661
NODE_31_length_89275_cov_14.498901_55	K01659
NODE_8_length_217158_cov_14.654045_155	K01658
NODE_8_length_217158_cov_14.654045_144	K01657
NODE_9_length_184078_cov_14.554794_31	K01653
NODE_8_length_217158_cov_14.654045_36	K01652
NODE_9_length_184078_cov_14.554794_30	K01652
NODE_15_length_153375_cov_15.028157_16	K01652
NODE_33_length_85796_cov_14.378690_16	K01652
NODE_9_length_184078_cov_14.554794_39	K01649
NODE_9_length_184078_cov_14.554794_151	K01647
NODE_2_length_310327_cov_15.040480_224	K01644
NODE_28_length_94401_cov_15.028746_18	K01644
NODE_31_length_89275_cov_14.498901_17	K01644
NODE_1_length_319143_cov_14.787312_74	K01640
NODE_2_length_310327_cov_15.040480_56	K01640
NODE_5_length_270224_cov_14.756047_47	K01640
NODE_7_length_227087_cov_15.662125_110	K01640
NODE_8_length_217158_cov_14.654045_176	K01640
NODE_11_length_174094_cov_16.181546_90	K01638
NODE_4_length_279979_cov_15.072070_87	K01637
NODE_422_length_383_cov_0.964844_1	K01637
NODE_6_length_241499_cov_14.686123_170	K01631
NODE_3_length_306466_cov_15.086084_160	K01628
NODE_5_length_270224_cov_14.756047_103	K01628
NODE_1_length_319143_cov_14.787312_43	K01627
NODE_39_length_69086_cov_14.674966_13	K01626
NODE_8_length_217158_cov_14.654045_50	K01625
NODE_8_length_217158_cov_14.654045_113	K01620
NODE_37_length_72040_cov_14.537580_3	K01613
NODE_3_length_306466_cov_15.086084_2	K01611
NODE_10_length_177970_cov_16.619580_67	K01610
NODE_8_length_217158_cov_14.654045_157	K01609
NODE_22_length_120613_cov_15.351228_22	K01599
NODE_2_length_310327_cov_15.040480_6	K01591
NODE_6_length_241499_cov_14.686123_28	K01589
NODE_6_length_241499_cov_14.686123_27	K01588
NODE_4_length_279979_cov_15.072070_50	K01586
NODE_3_length_306466_cov_15.086084_152	K01581
NODE_25_length_107545_cov_15.299885_34	K01581
NODE_17_length_147460_cov_14.527709_54	K01578
NODE_2_length_310327_cov_15.040480_142	K01576
NODE_41_length_66375_cov_14.877928_29	K01561
NODE_6_length_241499_cov_14.686123_4	K01560
NODE_21_length_125267_cov_15.263681_93	K01560
NODE_25_length_107545_cov_15.299885_74	K01560
NODE_32_length_86311_cov_14.776014_3	K01560
NODE_7_length_227087_cov_15.662125_109	K01555
NODE_13_length_162950_cov_15.688465_51	K01554
NODE_13_length_162950_cov_15.688465_71	K01548
NODE_13_length_162950_cov_15.688465_70	K01547
NODE_13_length_162950_cov_15.688465_69	K01546
NODE_16_length_147595_cov_15.526419_133	K01537
NODE_16_length_147595_cov_15.526419_49	K01534
NODE_1_length_319143_cov_14.787312_106	K01533
NODE_39_length_69086_cov_14.674966_41	K01533
NODE_35_length_75451_cov_17.892929_55	K01531
NODE_12_length_169171_cov_14.675599_82	K01524
NODE_43_length_60437_cov_14.044056_46	K01524
NODE_40_length_67826_cov_15.440066_47	K01523
NODE_13_length_162950_cov_15.688465_40	K01520
NODE_24_length_108547_cov_21.898220_143	K01520
NODE_22_length_120613_cov_15.351228_79	K01519
NODE_1_length_319143_cov_14.787312_34	K01515
NODE_17_length_147460_cov_14.527709_48	K01515
NODE_26_length_99679_cov_14.870952_37	K01512
NODE_5_length_270224_cov_14.756047_207	K01507
NODE_34_length_81483_cov_15.360059_11	K01497
NODE_17_length_147460_cov_14.527709_42	K01496
NODE_4_length_279979_cov_15.072070_227	K01495
NODE_15_length_153375_cov_15.028157_12	K01494
NODE_13_length_162950_cov_15.688465_53	K01491
NODE_22_length_120613_cov_15.351228_16	K01489
NODE_28_length_94401_cov_15.028746_23	K01488
NODE_15_length_153375_cov_15.028157_136	K01487
NODE_19_length_138999_cov_14.097017_70	K01486
NODE_3_length_306466_cov_15.086084_170	K01485
NODE_11_length_174094_cov_16.181546_19	K01485
NODE_30_length_92583_cov_14.901034_37	K01483
NODE_3_length_306466_cov_15.086084_153	K01480
NODE_22_length_120613_cov_15.351228_56	K01480
NODE_17_length_147460_cov_14.527709_16	K01478
NODE_2_length_310327_cov_15.040480_41	K01475
NODE_4_length_279979_cov_15.072070_112	K01474
NODE_5_length_270224_cov_14.756047_143	K01474
NODE_25_length_107545_cov_15.299885_87	K01474
NODE_31_length_89275_cov_14.498901_39	K01474
NODE_43_length_60437_cov_14.044056_15	K01474
NODE_4_length_279979_cov_15.072070_111	K01473
NODE_5_length_270224_cov_14.756047_144	K01473
NODE_11_length_174094_cov_16.181546_150	K01473
NODE_25_length_107545_cov_15.299885_86	K01473
NODE_31_length_89275_cov_14.498901_38	K01473
NODE_33_length_85796_cov_14.378690_18	K01473
NODE_43_length_60437_cov_14.044056_16	K01473
NODE_3_length_306466_cov_15.086084_55	K01470
NODE_11_length_174094_cov_16.181546_116	K01470
NODE_16_length_147595_cov_15.526419_52	K01470
NODE_47_length_36994_cov_14.926221_14	K01470
NODE_9_length_184078_cov_14.554794_8	K01469
NODE_6_length_241499_cov_14.686123_84	K01468
NODE_46_length_42923_cov_14.445883_26	K01466
NODE_18_length_142879_cov_15.039453_61	K01465
NODE_42_length_64206_cov_14.657704_2	K01465
NODE_11_length_174094_cov_16.181546_9	K01464
NODE_11_length_174094_cov_16.181546_101	K01464
NODE_11_length_174094_cov_16.181546_140	K01464
NODE_26_length_99679_cov_14.870952_33	K01462
NODE_28_length_94401_cov_15.028746_74	K01462
NODE_7_length_227087_cov_15.662125_146	K01457
NODE_5_length_270224_cov_14.756047_59	K01455
NODE_5_length_270224_cov_14.756047_100	K01448
NODE_14_length_154169_cov_15.539522_41	K01443
NODE_28_length_94401_cov_15.028746_80	K01439
NODE_5_length_270224_cov_14.756047_123	K01438
NODE_8_length_217158_cov_14.654045_55	K01438
NODE_32_length_86311_cov_14.776014_24	K01438
NODE_1_length_319143_cov_14.787312_262	K01434
NODE_7_length_227087_cov_15.662125_161	K01430
NODE_7_length_227087_cov_15.662125_160	K01429
NODE_7_length_227087_cov_15.662125_159	K01428
NODE_2_length_310327_cov_15.040480_270	K01426
NODE_8_length_217158_cov_14.654045_41	K01426
NODE_12_length_169171_cov_14.675599_14	K01426
NODE_13_length_162950_cov_15.688465_26	K01426
NODE_12_length_169171_cov_14.675599_72	K01424
NODE_41_length_66375_cov_14.877928_14	K01420
NODE_40_length_67826_cov_15.440066_39	K01419
NODE_1_length_319143_cov_14.787312_270	K01406
NODE_15_length_153375_cov_15.028157_89	K01406
NODE_17_length_147460_cov_14.527709_60	K01358
NODE_8_length_217158_cov_14.654045_160	K01356
NODE_17_length_147460_cov_14.527709_62	K01338
NODE_16_length_147595_cov_15.526419_77	K01322
NODE_29_length_93441_cov_15.090619_73	K01301
NODE_4_length_279979_cov_15.072070_184	K01299
NODE_4_length_279979_cov_15.072070_173	K01295
NODE_11_length_174094_cov_16.181546_75	K01295
NODE_25_length_107545_cov_15.299885_1	K01286
NODE_30_length_92583_cov_14.901034_22	K01284
NODE_4_length_279979_cov_15.072070_129	K01273
NODE_3_length_306466_cov_15.086084_19	K01266
NODE_12_length_169171_cov_14.675599_118	K01265
NODE_10_length_177970_cov_16.619580_186	K01262
NODE_29_length_93441_cov_15.090619_40	K01262
NODE_4_length_279979_cov_15.072070_118	K01259
NODE_5_length_270224_cov_14.756047_226	K01259
NODE_38_length_70687_cov_15.037500_40	K01258
NODE_14_length_154169_cov_15.539522_12	K01255
NODE_42_length_64206_cov_14.657704_42	K01255
NODE_27_length_95996_cov_14.791851_59	K01251
NODE_19_length_138999_cov_14.097017_73	K01250
NODE_25_length_107545_cov_15.299885_47	K01247
NODE_38_length_70687_cov_15.037500_33	K01247
NODE_32_length_86311_cov_14.776014_15	K01246
NODE_2_length_310327_cov_15.040480_68	K01216
NODE_19_length_138999_cov_14.097017_45	K01214
NODE_1_length_319143_cov_14.787312_290	K01207
NODE_68_length_8331_cov_12.393832_2	K01187
NODE_1_length_319143_cov_14.787312_29	K01185
NODE_38_length_70687_cov_15.037500_52	K01179
NODE_38_length_70687_cov_15.037500_53	K01179
NODE_9_length_184078_cov_14.554794_161	K01159
NODE_1_length_319143_cov_14.787312_88	K01154
NODE_1_length_319143_cov_14.787312_89	K01153
NODE_415_length_384_cov_0.964981_1	K01153
NODE_8_length_217158_cov_14.654045_5	K01142
NODE_22_length_120613_cov_15.351228_98	K01142
NODE_8_length_217158_cov_14.654045_96	K01139
NODE_8_length_217158_cov_14.654045_3	K01129
NODE_19_length_138999_cov_14.097017_84	K01126
NODE_15_length_153375_cov_15.028157_73	K01113
NODE_8_length_217158_cov_14.654045_109	K01095
NODE_8_length_217158_cov_14.654045_197	K01092
NODE_18_length_142879_cov_15.039453_11	K01092
NODE_8_length_217158_cov_14.654045_18	K01091
NODE_39_length_69086_cov_14.674966_17	K01091
NODE_29_length_93441_cov_15.090619_61	K01087
NODE_17_length_147460_cov_14.527709_98	K01082
NODE_42_length_64206_cov_14.657704_41	K01082
NODE_9_length_184078_cov_14.554794_28	K01079
NODE_5_length_270224_cov_14.756047_130	K01069
NODE_14_length_154169_cov_15.539522_140	K01069
NODE_7_length_227087_cov_15.662125_216	K01067
NODE_8_length_217158_cov_14.654045_79	K01066
NODE_29_length_93441_cov_15.090619_70	K01061
NODE_37_length_72040_cov_14.537580_28	K01061
NODE_30_length_92583_cov_14.901034_19	K01056
NODE_6_length_241499_cov_14.686123_177	K01055
NODE_10_length_177970_cov_16.619580_73	K01054
NODE_19_length_138999_cov_14.097017_62	K01053
NODE_52_length_27378_cov_13.808154_7	K01053
NODE_1_length_319143_cov_14.787312_258	K01041
NODE_13_length_162950_cov_15.688465_86	K01041
NODE_37_length_72040_cov_14.537580_11	K01040
NODE_37_length_72040_cov_14.537580_12	K01039
NODE_27_length_95996_cov_14.791851_66	K01029
NODE_27_length_95996_cov_14.791851_67	K01028
NODE_9_length_184078_cov_14.554794_65	K01011
NODE_17_length_147460_cov_14.527709_46	K01011
NODE_42_length_64206_cov_14.657704_18	K01006
NODE_33_length_85796_cov_14.378690_23	K01003
NODE_41_length_66375_cov_14.877928_47	K01000
NODE_8_length_217158_cov_14.654045_95	K00997
NODE_7_length_227087_cov_15.662125_83	K00995
NODE_2_length_310327_cov_15.040480_14	K00992
NODE_22_length_120613_cov_15.351228_70	K00990
NODE_22_length_120613_cov_15.351228_78	K00989
NODE_25_length_107545_cov_15.299885_57	K00982
NODE_17_length_147460_cov_14.527709_111	K00981
NODE_1_length_319143_cov_14.787312_44	K00979
NODE_6_length_241499_cov_14.686123_131	K00978
NODE_19_length_138999_cov_14.097017_79	K00978
NODE_19_length_138999_cov_14.097017_47	K00975
NODE_26_length_99679_cov_14.870952_81	K00973
NODE_2_length_310327_cov_15.040480_293	K00970
NODE_2_length_310327_cov_15.040480_79	K00969
NODE_14_length_154169_cov_15.539522_22	K00966
NODE_26_length_99679_cov_14.870952_59	K00963
NODE_13_length_162950_cov_15.688465_3	K00962
NODE_5_length_270224_cov_14.756047_171	K00957
NODE_17_length_147460_cov_14.527709_99	K00955
NODE_1_length_319143_cov_14.787312_125	K00954
NODE_8_length_217158_cov_14.654045_98	K00950
NODE_7_length_227087_cov_15.662125_105	K00948
NODE_1_length_319143_cov_14.787312_236	K00946
NODE_2_length_310327_cov_15.040480_31	K00945
