NODE_69_length_16902_cov_2.242504_11	K27883
NODE_33_length_21344_cov_2.606636_20	K02594
NODE_33_length_21344_cov_2.606636_3	K02593
NODE_780_length_2299_cov_2.272099_2	K02592
NODE_280_length_7849_cov_2.373478_7	K02591
NODE_280_length_7849_cov_2.373478_9	K02588
NODE_280_length_7849_cov_2.373478_1	K02587
NODE_280_length_7849_cov_2.373478_8	K02586
NODE_33_length_21344_cov_2.606636_12	K02585
NODE_33_length_21344_cov_2.606636_13	K02584
NODE_460_length_5165_cov_2.064907_5	K02563
NODE_742_length_2567_cov_1.350410_4	K02558
NODE_4_length_35647_cov_3.109122_31	K02557
NODE_164_length_10856_cov_2.547954_8	K02557
NODE_197_length_9898_cov_3.004094_2	K02557
NODE_4_length_35647_cov_3.109122_30	K02556
NODE_30_length_21974_cov_2.639539_5	K02554
NODE_383_length_6056_cov_2.880418_3	K02554
NODE_253_length_8471_cov_2.479626_2	K02553
NODE_16_length_28390_cov_3.223508_23	K02549
NODE_169_length_10681_cov_3.163729_6	K02536
NODE_181_length_10333_cov_2.545855_6	K02535
NODE_551_length_4271_cov_3.124759_2	K02529
NODE_42_length_19560_cov_2.797767_3	K02528
NODE_12_length_30837_cov_2.816607_26	K02527
NODE_17_length_26507_cov_2.598218_17	K02525
NODE_28_length_23039_cov_3.085457_18	K02523
NODE_224_length_9183_cov_2.451745_5	K02520
NODE_142_length_11620_cov_2.745323_4	K02519
NODE_151_length_11232_cov_2.908059_7	K02518
NODE_187_length_10243_cov_3.200771_13	K02518
NODE_210_length_9498_cov_2.541564_1	K02517
NODE_315_length_7209_cov_2.718018_1	K02517
NODE_279_length_7872_cov_2.018076_4	K02510
NODE_339_length_6815_cov_2.990879_6	K02510
NODE_383_length_6056_cov_2.880418_4	K02510
NODE_158_length_11046_cov_2.616357_14	K02509
NODE_339_length_6815_cov_2.990879_7	K02509
NODE_88_length_15353_cov_2.977538_3	K02503
NODE_36_length_20560_cov_2.999657_4	K02502
NODE_88_length_15353_cov_2.977538_8	K02501
NODE_88_length_15353_cov_2.977538_6	K02500
NODE_59_length_18175_cov_2.396110_13	K02496
NODE_673_length_3102_cov_2.862857_1	K02495
NODE_375_length_6185_cov_2.659128_6	K02493
NODE_174_length_10558_cov_2.569456_1	K02492
NODE_289_length_7660_cov_2.733174_5	K02488
NODE_386_length_6022_cov_2.045971_2	K02488
NODE_23_length_23710_cov_3.460374_21	K02485
NODE_144_length_11499_cov_2.379177_7	K02484
NODE_399_length_5839_cov_3.146008_4	K02484
NODE_390_length_5978_cov_2.678004_2	K02483
NODE_482_length_5003_cov_2.702830_3	K02483
NODE_48_length_18877_cov_2.774613_6	K02482
NODE_509_length_4768_cov_2.550743_1	K02482
NODE_948_length_1268_cov_2.655565_1	K02482
NODE_56_length_18381_cov_2.778898_4	K02471
NODE_177_length_10507_cov_2.765896_2	K02470
NODE_20_length_25156_cov_2.672580_4	K02469
NODE_194_length_10055_cov_2.034649_9	K02460
NODE_379_length_6133_cov_2.935564_8	K02457
NODE_379_length_6133_cov_2.935564_7	K02456
NODE_885_length_1676_cov_3.381536_3	K02456
NODE_194_length_10055_cov_2.034649_1	K02455
NODE_194_length_10055_cov_2.034649_4	K02454
NODE_563_length_4161_cov_3.151463_3	K02454
NODE_194_length_10055_cov_2.034649_5	K02453
NODE_235_length_8934_cov_2.911888_7	K02453
NODE_251_length_8528_cov_2.365076_5	K02448
NODE_68_length_16957_cov_2.814260_8	K02444
NODE_149_length_11248_cov_2.380182_13	K02444
NODE_45_length_19068_cov_2.695687_4	K02437
NODE_252_length_8493_cov_2.898757_2	K02435
NODE_467_length_5101_cov_2.028146_5	K02434
NODE_230_length_9141_cov_2.794098_5	K02433
NODE_358_length_6468_cov_3.502129_4	K02433
NODE_467_length_5101_cov_2.028146_6	K02433
NODE_50_length_18767_cov_2.870118_8	K02427
NODE_499_length_4887_cov_2.998109_3	K02424
NODE_164_length_10856_cov_2.547954_14	K02422
NODE_631_length_3591_cov_2.534065_4	K02422
NODE_463_length_5119_cov_2.625401_7	K02421
NODE_78_length_15940_cov_2.807627_11	K02420
NODE_463_length_5119_cov_2.625401_6	K02420
NODE_848_length_1925_cov_2.887653_3	K02420
NODE_463_length_5119_cov_2.625401_5	K02419
NODE_463_length_5119_cov_2.625401_3	K02417
NODE_463_length_5119_cov_2.625401_2	K02416
NODE_40_length_19974_cov_3.296518_12	K02412
NODE_414_length_5650_cov_3.024805_4	K02412
NODE_78_length_15940_cov_2.807627_2	K02411
NODE_414_length_5650_cov_3.024805_5	K02411
NODE_414_length_5650_cov_3.024805_6	K02410
NODE_631_length_3591_cov_2.534065_1	K02409
NODE_631_length_3591_cov_2.534065_2	K02408
NODE_164_length_10856_cov_2.547954_15	K02407
NODE_865_length_1816_cov_2.656602_1	K02407
NODE_4_length_35647_cov_3.109122_2	K02406
NODE_631_length_3591_cov_2.534065_5	K02406
NODE_164_length_10856_cov_2.547954_10	K02405
NODE_198_length_9865_cov_2.930684_11	K02405
NODE_198_length_9865_cov_2.930684_13	K02404
NODE_496_length_4891_cov_2.715995_2	K02403
NODE_496_length_4891_cov_2.715995_3	K02402
NODE_681_length_3044_cov_2.380528_2	K02401
NODE_78_length_15940_cov_2.807627_14	K02400
NODE_681_length_3044_cov_2.380528_1	K02400
NODE_29_length_22725_cov_2.768077_5	K02397
NODE_249_length_8553_cov_3.103014_3	K02397
NODE_29_length_22725_cov_2.768077_4	K02396
NODE_249_length_8553_cov_3.103014_4	K02396
NODE_164_length_10856_cov_2.547954_5	K02395
NODE_249_length_8553_cov_3.103014_5	K02395
NODE_40_length_19974_cov_3.296518_19	K02394
NODE_249_length_8553_cov_3.103014_6	K02394
NODE_40_length_19974_cov_3.296518_20	K02393
NODE_384_length_6051_cov_2.189230_3	K02393
NODE_198_length_9865_cov_2.930684_2	K02392
NODE_198_length_9865_cov_2.930684_3	K02391
NODE_800_length_2213_cov_2.849473_3	K02391
NODE_40_length_19974_cov_3.296518_8	K02390
NODE_198_length_9865_cov_2.930684_4	K02390
NODE_800_length_2213_cov_2.849473_2	K02390
NODE_40_length_19974_cov_3.296518_9	K02389
NODE_198_length_9865_cov_2.930684_5	K02389
NODE_164_length_10856_cov_2.547954_2	K02388
NODE_198_length_9865_cov_2.930684_6	K02388
NODE_164_length_10856_cov_2.547954_3	K02387
NODE_198_length_9865_cov_2.930684_7	K02387
NODE_164_length_10856_cov_2.547954_4	K02386
NODE_198_length_9865_cov_2.930684_8	K02386
NODE_152_length_11204_cov_2.689717_5	K02380
NODE_549_length_4296_cov_2.332454_2	K02379
NODE_340_length_6790_cov_3.323878_6	K02377
NODE_4_length_35647_cov_3.109122_20	K02372
NODE_169_length_10681_cov_3.163729_7	K02372
NODE_762_length_2401_cov_3.374670_3	K02371
NODE_18_length_26144_cov_2.567667_23	K02363
NODE_63_length_17483_cov_2.868749_20	K02358
NODE_361_length_6411_cov_2.633195_5	K02357
NODE_55_length_18500_cov_2.581995_19	K02356
NODE_357_length_6473_cov_2.871730_2	K02355
NODE_80_length_15923_cov_3.108002_6	K02352
NODE_74_length_16392_cov_2.274270_8	K02346
NODE_410_length_5705_cov_3.108641_1	K02343
NODE_140_length_11733_cov_2.397984_5	K02342
NODE_256_length_8418_cov_2.867808_7	K02342
NODE_259_length_8391_cov_2.584826_8	K02342
NODE_730_length_2663_cov_3.156546_2	K02341
NODE_11_length_31471_cov_2.743236_5	K02340
NODE_349_length_6585_cov_2.373026_3	K02339
NODE_177_length_10507_cov_2.765896_3	K02338
NODE_21_length_24594_cov_2.900805_16	K02337
NODE_31_length_21909_cov_2.608805_16	K02336
NODE_107_length_13692_cov_2.537265_1	K02335
NODE_148_length_11342_cov_2.468123_6	K02316
NODE_996_length_1038_cov_3.017563_1	K02314
NODE_177_length_10507_cov_2.765896_4	K02313
NODE_329_length_6938_cov_2.948906_2	K02303
NODE_417_length_5607_cov_3.323175_3	K02300
NODE_417_length_5607_cov_3.323175_2	K02299
NODE_179_length_10367_cov_3.006152_1	K02298
NODE_179_length_10367_cov_3.006152_2	K02297
NODE_1_length_61034_cov_3.829790_5	K02291
NODE_32_length_21564_cov_3.262677_21	K02283
NODE_54_length_18582_cov_2.807532_18	K02276
NODE_54_length_18582_cov_2.807532_13	K02275
NODE_54_length_18582_cov_2.807532_14	K02274
NODE_54_length_18582_cov_2.807532_22	K02259
NODE_54_length_18582_cov_2.807532_16	K02258
NODE_54_length_18582_cov_2.807532_23	K02257
NODE_7_length_33469_cov_2.958641_17	K02244
NODE_7_length_33469_cov_2.958641_22	K02243
NODE_54_length_18582_cov_2.807532_10	K02242
NODE_10_length_32230_cov_2.381429_11	K02238
NODE_379_length_6133_cov_2.935564_4	K02233
NODE_714_length_2794_cov_1.961380_1	K02232
NODE_10_length_32230_cov_2.381429_2	K02231
NODE_413_length_5675_cov_2.233417_6	K02227
NODE_644_length_3365_cov_2.682829_4	K02227
NODE_10_length_32230_cov_2.381429_3	K02224
NODE_314_length_7217_cov_2.263329_2	K02221
NODE_231_length_9048_cov_2.339088_7	K02204
NODE_313_length_7233_cov_2.368421_6	K02199
NODE_1096_length_503_cov_1.619681_1	K02191
NODE_877_length_1705_cov_2.121673_2	K02189
NODE_436_length_5405_cov_2.282872_2	K02188
NODE_54_length_18582_cov_2.807532_11	K02169
NODE_60_length_18017_cov_2.575908_1	K02160
NODE_106_length_13812_cov_2.916916_8	K02160
NODE_78_length_15940_cov_2.807627_1	K02118
NODE_353_length_6534_cov_3.209302_2	K02115
NODE_353_length_6534_cov_3.209302_4	K02114
NODE_787_length_2262_cov_3.049180_2	K02113
NODE_353_length_6534_cov_3.209302_3	K02112
NODE_353_length_6534_cov_3.209302_1	K02111
NODE_787_length_2262_cov_3.049180_4	K02110
NODE_787_length_2262_cov_3.049180_3	K02109
NODE_787_length_2262_cov_3.049180_5	K02108
NODE_121_length_12695_cov_2.950589_5	K02106
NODE_657_length_3227_cov_4.050323_2	K02078
NODE_115_length_13104_cov_2.468444_1	K02073
NODE_186_length_10249_cov_2.858427_3	K02073
NODE_246_length_8590_cov_2.893300_6	K02073
NODE_246_length_8590_cov_2.893300_5	K02072
NODE_859_length_1859_cov_2.132794_2	K02072
NODE_246_length_8590_cov_2.893300_4	K02071
NODE_859_length_1859_cov_2.132794_1	K02071
NODE_88_length_15353_cov_2.977538_23	K02067
NODE_715_length_2783_cov_2.768825_4	K02067
NODE_88_length_15353_cov_2.977538_24	K02066
NODE_297_length_7559_cov_3.275161_1	K02066
NODE_558_length_4214_cov_3.098361_3	K02066
NODE_297_length_7559_cov_3.275161_2	K02065
NODE_685_length_3013_cov_2.579349_3	K02058
NODE_685_length_3013_cov_2.579349_2	K02057
NODE_347_length_6613_cov_3.308511_1	K02056
NODE_31_length_21909_cov_2.608805_9	K02055
NODE_289_length_7660_cov_2.733174_1	K02055
NODE_501_length_4884_cov_2.774017_2	K02055
NODE_919_length_1451_cov_2.885952_1	K02055
NODE_31_length_21909_cov_2.608805_8	K02054
NODE_501_length_4884_cov_2.774017_3	K02054
NODE_664_length_3170_cov_2.385475_1	K02054
NODE_31_length_21909_cov_2.608805_11	K02053
NODE_501_length_4884_cov_2.774017_4	K02053
NODE_664_length_3170_cov_2.385475_3	K02053
NODE_502_length_4849_cov_2.953410_1	K02052
NODE_686_length_3013_cov_2.418572_3	K02052
NODE_134_length_12242_cov_2.703673_2	K02051
NODE_204_length_9656_cov_2.629867_5	K02051
NODE_400_length_5828_cov_2.100859_3	K02051
NODE_688_length_3001_cov_2.139875_4	K02051
NODE_950_length_1265_cov_1.947276_2	K02051
NODE_204_length_9656_cov_2.629867_6	K02050
NODE_204_length_9656_cov_2.629867_7	K02050
NODE_284_length_7771_cov_2.807954_9	K02050
NODE_400_length_5828_cov_2.100859_4	K02050
NODE_492_length_4940_cov_1.685020_2	K02050
NODE_798_length_2220_cov_2.445294_4	K02050
NODE_204_length_9656_cov_2.629867_8	K02049
NODE_248_length_8565_cov_2.775658_6	K02049
NODE_400_length_5828_cov_2.100859_2	K02049
NODE_492_length_4940_cov_1.685020_1	K02049
NODE_798_length_2220_cov_2.445294_3	K02049
NODE_115_length_13104_cov_2.468444_5	K02048
NODE_115_length_13104_cov_2.468444_7	K02047
NODE_115_length_13104_cov_2.468444_6	K02046
NODE_115_length_13104_cov_2.468444_8	K02045
NODE_144_length_11499_cov_2.379177_5	K02044
NODE_144_length_11499_cov_2.379177_2	K02042
NODE_144_length_11499_cov_2.379177_3	K02042
NODE_144_length_11499_cov_2.379177_4	K02041
NODE_50_length_18767_cov_2.870118_18	K02040
NODE_213_length_9396_cov_2.179955_8	K02040
NODE_388_length_5991_cov_3.018076_3	K02039
NODE_388_length_5991_cov_3.018076_5	K02038
NODE_388_length_5991_cov_3.018076_6	K02037
NODE_388_length_5991_cov_3.018076_4	K02036
NODE_61_length_17615_cov_2.849668_3	K02035
NODE_104_length_13906_cov_2.491835_5	K02035
NODE_114_length_13163_cov_3.043188_13	K02035
NODE_186_length_10249_cov_2.858427_7	K02035
NODE_222_length_9219_cov_2.583590_3	K02035
NODE_246_length_8590_cov_2.893300_1	K02035
NODE_382_length_6068_cov_2.997139_5	K02035
NODE_473_length_5061_cov_2.866234_3	K02035
NODE_619_length_3673_cov_1.903271_4	K02035
NODE_104_length_13906_cov_2.491835_3	K02034
NODE_114_length_13163_cov_3.043188_10	K02034
NODE_186_length_10249_cov_2.858427_5	K02034
NODE_382_length_6068_cov_2.997139_3	K02034
NODE_619_length_3673_cov_1.903271_2	K02034
NODE_104_length_13906_cov_2.491835_4	K02033
NODE_114_length_13163_cov_3.043188_9	K02033
NODE_186_length_10249_cov_2.858427_6	K02033
NODE_382_length_6068_cov_2.997139_4	K02033
NODE_619_length_3673_cov_1.903271_3	K02033
NODE_854_length_1911_cov_2.220291_2	K02033
NODE_382_length_6068_cov_2.997139_2	K02032
NODE_540_length_4426_cov_2.696441_4	K02032
NODE_545_length_4349_cov_2.510422_4	K02032
NODE_653_length_3264_cov_2.408352_2	K02032
NODE_104_length_13906_cov_2.491835_2	K02031
NODE_874_length_1745_cov_2.417182_1	K02031
NODE_276_length_7944_cov_2.231419_1	K02030
NODE_470_length_5081_cov_2.969116_5	K02030
NODE_474_length_5053_cov_2.912708_7	K02030
NODE_477_length_5048_cov_2.653322_3	K02030
NODE_6_length_35275_cov_2.706811_8	K02029
NODE_17_length_26507_cov_2.598218_16	K02029
NODE_102_length_13919_cov_3.033860_3	K02029
NODE_102_length_13919_cov_3.033860_4	K02029
NODE_474_length_5053_cov_2.912708_4	K02029
NODE_477_length_5048_cov_2.653322_2	K02029
NODE_477_length_5048_cov_2.653322_1	K02028
NODE_6_length_35275_cov_2.706811_28	K02027
NODE_67_length_17105_cov_2.677701_12	K02027
NODE_6_length_35275_cov_2.706811_26	K02026
NODE_67_length_17105_cov_2.677701_11	K02026
NODE_6_length_35275_cov_2.706811_27	K02025
NODE_67_length_17105_cov_2.677701_10	K02025
NODE_399_length_5839_cov_3.146008_1	K02024
NODE_232_length_9036_cov_2.170502_5	K02020
NODE_260_length_8375_cov_2.452958_5	K02019
NODE_111_length_13394_cov_2.417050_9	K02018
NODE_584_length_3971_cov_1.817898_1	K02015
NODE_12_length_30837_cov_2.816607_16	K02014
NODE_15_length_29191_cov_2.704205_4	K02014
NODE_27_length_23153_cov_2.710458_2	K02014
NODE_66_length_17275_cov_2.982739_8	K02014
NODE_67_length_17105_cov_2.677701_6	K02014
NODE_145_length_11491_cov_3.463129_5	K02014
NODE_146_length_11421_cov_2.753320_7	K02014
NODE_152_length_11204_cov_2.689717_2	K02014
NODE_196_length_9913_cov_3.060903_2	K02014
NODE_233_length_9017_cov_2.375928_8	K02014
NODE_273_length_7988_cov_2.579443_4	K02014
NODE_413_length_5675_cov_2.233417_3	K02013
NODE_345_length_6621_cov_2.397136_1	K02012
NODE_547_length_4332_cov_2.494411_3	K02012
NODE_80_length_15923_cov_3.108002_3	K02011
NODE_547_length_4332_cov_2.494411_1	K02011
NODE_844_length_1946_cov_2.727323_1	K02011
NODE_464_length_5116_cov_2.481660_1	K02010
NODE_998_length_1032_cov_2.689503_2	K02009
NODE_998_length_1032_cov_2.689503_1	K02008
NODE_860_length_1857_cov_2.924855_2	K02007
NODE_436_length_5405_cov_2.282872_6	K02006
NODE_27_length_23153_cov_2.710458_12	K02005
NODE_27_length_23153_cov_2.710458_14	K02004
NODE_279_length_7872_cov_2.018076_1	K02004
NODE_423_length_5521_cov_2.645347_2	K02004
NODE_582_length_3991_cov_1.876553_5	K02004
NODE_27_length_23153_cov_2.710458_13	K02003
NODE_39_length_20032_cov_2.675057_2	K02003
NODE_39_length_20032_cov_2.675057_9	K02003
NODE_441_length_5366_cov_2.632945_5	K02003
NODE_14_length_29222_cov_2.868947_25	K01999
NODE_68_length_16957_cov_2.814260_11	K01999
NODE_76_length_15977_cov_2.519685_10	K01999
NODE_103_length_13909_cov_3.747061_4	K01999
NODE_203_length_9709_cov_2.614068_3	K01999
NODE_208_length_9527_cov_2.820745_2	K01999
NODE_264_length_8250_cov_2.484304_5	K01999
NODE_281_length_7824_cov_2.684033_8	K01999
NODE_308_length_7285_cov_2.782202_3	K01999
NODE_1006_length_960_cov_3.133253_1	K01999
NODE_76_length_15977_cov_2.519685_11	K01998
NODE_131_length_12327_cov_3.127295_4	K01998
NODE_154_length_11176_cov_3.081636_5	K01998
NODE_378_length_6161_cov_3.045409_5	K01998
NODE_385_length_6044_cov_3.330573_6	K01998
NODE_446_length_5314_cov_3.421053_1	K01998
NODE_571_length_4102_cov_2.723019_2	K01998
NODE_76_length_15977_cov_2.519685_12	K01997
NODE_131_length_12327_cov_3.127295_5	K01997
NODE_550_length_4288_cov_3.017063_4	K01997
NODE_822_length_2074_cov_2.333333_2	K01997
NODE_985_length_1092_cov_2.462176_1	K01997
NODE_14_length_29222_cov_2.868947_27	K01996
NODE_76_length_15977_cov_2.519685_8	K01996
NODE_131_length_12327_cov_3.127295_2	K01996
NODE_154_length_11176_cov_3.081636_7	K01996
NODE_378_length_6161_cov_3.045409_3	K01996
NODE_520_length_4642_cov_2.330011_3	K01996
NODE_571_length_4102_cov_2.723019_4	K01996
NODE_14_length_29222_cov_2.868947_26	K01995
NODE_67_length_17105_cov_2.677701_2	K01995
NODE_76_length_15977_cov_2.519685_13	K01995
NODE_131_length_12327_cov_3.127295_3	K01995
NODE_154_length_11176_cov_3.081636_3	K01995
NODE_378_length_6161_cov_3.045409_4	K01995
NODE_385_length_6044_cov_3.330573_2	K01995
NODE_931_length_1386_cov_2.803813_2	K01995
NODE_77_length_15968_cov_2.327189_4	K01993
NODE_77_length_15968_cov_2.327189_6	K01992
NODE_88_length_15353_cov_2.977538_18	K01992
NODE_303_length_7415_cov_2.730241_4	K01991
NODE_655_length_3244_cov_2.521976_4	K01991
NODE_88_length_15353_cov_2.977538_19	K01990
NODE_2_length_43666_cov_2.920944_30	K01974
NODE_108_length_13510_cov_2.671524_1	K01972
NODE_199_length_9852_cov_2.491105_1	K01969
NODE_636_length_3518_cov_2.150398_4	K01968
NODE_218_length_9311_cov_2.796058_1	K01966
NODE_218_length_9311_cov_2.796058_3	K01965
NODE_362_length_6401_cov_2.802040_6	K01963
NODE_784_length_2288_cov_3.024526_2	K01962
NODE_60_length_18017_cov_2.575908_2	K01961
NODE_106_length_13812_cov_2.916916_7	K01961
NODE_426_length_5484_cov_2.806422_2	K01958
NODE_377_length_6176_cov_3.380228_5	K01956
NODE_377_length_6176_cov_3.380228_4	K01955
NODE_380_length_6125_cov_2.759920_1	K01952
NODE_473_length_5061_cov_2.866234_1	K01952
NODE_266_length_8230_cov_2.869678_6	K01951
NODE_47_length_19050_cov_3.084236_12	K01950
NODE_366_length_6317_cov_3.087399_7	K01947
NODE_660_length_3192_cov_2.798695_3	K01945
NODE_132_length_12326_cov_3.080580_10	K01940
NODE_36_length_20560_cov_2.999657_3	K01939
NODE_215_length_9367_cov_2.920779_6	K01937
NODE_652_length_3273_cov_2.614749_1	K01934
NODE_495_length_4912_cov_2.735005_5	K01933
NODE_336_length_6860_cov_2.738452_3	K01929
NODE_336_length_6860_cov_2.738452_4	K01928
NODE_336_length_6860_cov_2.738452_1	K01925
NODE_1071_length_591_cov_2.939655_1	K01925
NODE_460_length_5165_cov_2.064907_4	K01924
NODE_79_length_15933_cov_2.338226_3	K01923
NODE_460_length_5165_cov_2.064907_3	K01921
NODE_11_length_31471_cov_2.743236_1	K01920
NODE_11_length_31471_cov_2.743236_3	K01919
NODE_17_length_26507_cov_2.598218_7	K01919
NODE_514_length_4679_cov_2.212434_4	K01918
NODE_23_length_23710_cov_3.460374_1	K01916
NODE_173_length_10586_cov_2.511617_3	K01915
NODE_217_length_9315_cov_2.450479_2	K01915
NODE_699_length_2923_cov_2.281831_1	K01915
NODE_850_length_1922_cov_3.048468_2	K01915
NODE_269_length_8093_cov_2.538288_1	K01912
NODE_226_length_9174_cov_2.430861_4	K01911
NODE_232_length_9036_cov_2.170502_6	K01908
NODE_250_length_8535_cov_2.624405_6	K01907
NODE_15_length_29191_cov_2.704205_14	K01904
NODE_58_length_18246_cov_2.833379_3	K01903
NODE_58_length_18246_cov_2.833379_4	K01902
NODE_11_length_31471_cov_2.743236_19	K01897
NODE_61_length_17615_cov_2.849668_9	K01897
NODE_154_length_11176_cov_3.081636_2	K01897
NODE_447_length_5296_cov_2.597021_3	K01897
NODE_520_length_4642_cov_2.330011_4	K01897
NODE_591_length_3871_cov_2.159455_2	K01897
NODE_93_length_14735_cov_3.009652_3	K01895
NODE_21_length_24594_cov_2.900805_3	K01894
NODE_36_length_20560_cov_2.999657_13	K01892
NODE_224_length_9183_cov_2.451745_9	K01890
NODE_224_length_9183_cov_2.451745_8	K01889
NODE_72_length_16453_cov_2.890359_6	K01887
NODE_537_length_4473_cov_2.492177_3	K01886
NODE_483_length_4998_cov_3.019503_1	K01885
NODE_871_length_1771_cov_3.118613_2	K01883
NODE_28_length_23039_cov_3.085457_24	K01881
NODE_375_length_6185_cov_2.659128_1	K01881
NODE_524_length_4613_cov_2.097860_1	K01879
NODE_966_length_1192_cov_2.876056_1	K01879
NODE_694_length_2947_cov_3.019149_3	K01878
NODE_64_length_17442_cov_2.606584_14	K01876
NODE_122_length_12660_cov_2.575999_5	K01875
NODE_832_length_2020_cov_2.355520_1	K01874
NODE_958_length_1229_cov_2.452813_2	K01874
NODE_59_length_18175_cov_2.396110_6	K01873
NODE_502_length_4849_cov_2.953410_4	K01872
NODE_623_length_3640_cov_2.435241_5	K01872
NODE_786_length_2272_cov_2.191142_1	K01872
NODE_153_length_11200_cov_2.925404_8	K01870
NODE_333_length_6878_cov_3.045623_1	K01870
NODE_11_length_31471_cov_2.743236_7	K01869
NODE_224_length_9183_cov_2.451745_4	K01868
NODE_454_length_5202_cov_3.698719_5	K01867
NODE_311_length_7249_cov_2.286858_7	K01866
NODE_95_length_14557_cov_2.380457_11	K01856
NODE_265_length_8242_cov_3.267036_7	K01847
NODE_25_length_23259_cov_3.075350_20	K01845
NODE_113_length_13173_cov_2.394220_6	K01845
NODE_217_length_9315_cov_2.450479_3	K01845
NODE_290_length_7637_cov_3.486818_7	K01843
NODE_44_length_19249_cov_2.557996_12	K01835
NODE_428_length_5477_cov_2.997196_5	K01834
NODE_158_length_11046_cov_2.616357_15	K01826
NODE_242_length_8759_cov_3.386237_3	K01826
NODE_64_length_17442_cov_2.606584_2	K01821
NODE_362_length_6401_cov_2.802040_3	K01817
NODE_684_length_3031_cov_1.542700_1	K01816
NODE_88_length_15353_cov_2.977538_7	K01814
NODE_399_length_5839_cov_3.146008_5	K01810
NODE_814_length_2147_cov_2.233663_2	K01810
NODE_355_length_6513_cov_2.577983_5	K01807
NODE_5_length_35278_cov_3.051293_15	K01803
NODE_57_length_18362_cov_2.585358_21	K01802
NODE_129_length_12362_cov_2.898324_4	K01800
NODE_581_length_4000_cov_2.510199_3	K01800
NODE_734_length_2653_cov_3.134996_3	K01799
NODE_318_length_7149_cov_2.413415_2	K01796
NODE_165_length_10813_cov_2.309190_3	K01792
NODE_53_length_18591_cov_2.653163_7	K01791
NODE_366_length_6317_cov_3.087399_1	K01790
NODE_322_length_7084_cov_2.288630_6	K01785
NODE_1104_length_477_cov_0.708571_1	K01785
NODE_455_length_5194_cov_2.768305_3	K01784
NODE_722_length_2706_cov_2.169058_3	K01784
NODE_211_length_9438_cov_3.260982_8	K01783
NODE_602_length_3781_cov_2.157362_2	K01782
NODE_395_length_5933_cov_2.654495_7	K01779
NODE_202_length_9781_cov_2.574477_4	K01778
NODE_116_length_13045_cov_2.950302_3	K01776
NODE_163_length_10938_cov_2.450745_2	K01775
NODE_749_length_2480_cov_1.644284_2	K01775
NODE_1_length_61034_cov_3.829790_11	K01772
NODE_101_length_14049_cov_2.313245_3	K01770
NODE_58_length_18246_cov_2.833379_8	K01768
NODE_59_length_18175_cov_2.396110_8	K01768
NODE_117_length_12918_cov_2.578532_7	K01768
NODE_441_length_5366_cov_2.632945_1	K01760
NODE_647_length_3290_cov_2.200759_3	K01760
NODE_41_length_19562_cov_2.510522_16	K01759
NODE_337_length_6839_cov_2.302294_6	K01756
NODE_555_length_4241_cov_2.247448_3	K01755
NODE_122_length_12660_cov_2.575999_4	K01754
NODE_379_length_6133_cov_2.935564_3	K01754
NODE_462_length_5136_cov_2.691156_3	K01754
NODE_560_length_4187_cov_2.234975_1	K01754
NODE_134_length_12242_cov_2.703673_3	K01753
NODE_222_length_9219_cov_2.583590_7	K01752
NODE_59_length_18175_cov_2.396110_15	K01749
NODE_957_length_1233_cov_1.364376_1	K01745
NODE_9_length_32827_cov_2.680214_10	K01740
NODE_115_length_13104_cov_2.468444_2	K01740
NODE_457_length_5184_cov_2.337750_3	K01738
NODE_897_length_1559_cov_4.699721_1	K01737
NODE_9_length_32827_cov_2.680214_7	K01736
NODE_182_length_10317_cov_2.534347_3	K01735
NODE_2_length_43666_cov_2.920944_8	K01733
NODE_506_length_4817_cov_2.288913_8	K01733
NODE_46_length_19066_cov_3.107925_8	K01725
NODE_334_length_6866_cov_3.447099_2	K01720
NODE_586_length_3954_cov_2.247714_3	K01714
NODE_846_length_1929_cov_2.808546_2	K01714
NODE_666_length_3169_cov_1.958580_1	K01713
NODE_499_length_4887_cov_2.998109_5	K01712
NODE_340_length_6790_cov_3.323878_7	K01711
NODE_366_length_6317_cov_3.087399_4	K01710
NODE_4_length_35647_cov_3.109122_5	K01709
NODE_127_length_12481_cov_2.416302_10	K01708
NODE_127_length_12481_cov_2.416302_2	K01707
NODE_65_length_17365_cov_2.897842_8	K01706
NODE_147_length_11356_cov_3.375367_2	K01706
NODE_372_length_6216_cov_2.235999_3	K01704
NODE_372_length_6216_cov_2.235999_1	K01703
NODE_440_length_5370_cov_2.285524_4	K01698
NODE_362_length_6401_cov_2.802040_4	K01696
NODE_362_length_6401_cov_2.802040_5	K01695
NODE_88_length_15353_cov_2.977538_9	K01693
NODE_24_length_23637_cov_2.816121_6	K01692
NODE_268_length_8163_cov_2.737929_4	K01692
NODE_448_length_5290_cov_2.637226_1	K01690
NODE_215_length_9367_cov_2.920779_3	K01689
NODE_197_length_9898_cov_3.004094_6	K01687
NODE_421_length_5567_cov_2.294669_4	K01687
NODE_51_length_18705_cov_2.754818_2	K01686
NODE_172_length_10596_cov_2.660904_2	K01682
NODE_93_length_14735_cov_3.009652_1	K01679
NODE_116_length_13045_cov_2.950302_1	K01679
NODE_116_length_13045_cov_2.950302_2	K01676
NODE_74_length_16392_cov_2.274270_3	K01674
NODE_124_length_12536_cov_3.383028_6	K01674
NODE_427_length_5481_cov_2.544453_2	K01674
NODE_532_length_4503_cov_3.304845_4	K01673
NODE_425_length_5512_cov_2.097307_1	K01669
